grammar_name_en,grammar_name_jp,meaning,how_to_use_html,example_1,example_2,source
kiwamaru / kiwamarinai,極まる / 極まりない（きわまる / きわまりない）,"Learn Japanese grammar: 【きわまる / きわまりない】(kiwamaru / kiwamarinai). Meaning: extremely; very ~. 「極まる」and 「極まりない」have the same meaning, but 「極まりない」 is more frequently used.","<table class=""table table-bordered table-sm usage""><tbody><tr><td>な-adjective + <s>な</s></td><td>極まる</td></tr><tr><td>な-adjective + (なこと)</td><td rowspan=""2"">極まりない</td></tr><tr><td>い-adjective + いこと</td></tr></tbody></table>",Example #1彼の態度は失礼極まる。hintromajiEnglishかれのたいどはしつれいきわまる。kare no taido wa shitsurei kiwamaru.His attitude is extremely rude.,Example #2その景色は美しいこと極まりないものだった。hintromajiEnglishそのけしきはうつくしいこときわまりないものだった。sono keshiki wa utsukushii koto kiwamarinai mono datta.That scenery was extremely beautiful.,https://jlptsensei.com/learn-japanese-grammar/%e6%a5%b5%e3%81%be%e3%82%8b-%e6%a5%b5%e3%81%be%e3%82%8a%e3%81%aa%e3%81%84-kiwamaru-kiwamarinai-meaning/
koso are,こそあれ,although; even though ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%9d%e3%81%82%e3%82%8c-koso-are-meaning/
koso sure,こそすれ,"Learn Japanese grammar: (koso sure). Meaning: and; although; but ~. This pattern is used to strongly emphasize that only the first point is true, the...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td rowspan=""2"">こそすれ + Point 2</td></tr><tr><td>Verb <s>ます</s> (stem form)</td></tr></tbody></table>","Example #1勝ちこそすれ決して負けません。hintromajiEnglishかちこそすれけっしてまけません。kachi koso sure kesshite makemasen.I may win, but I shall never lose.","Example #2白髪は普通増えこそすれ、減ることはない。hintromajiEnglishしらがはふつうふえこそすれ、へることはない。shiraga wa futsuu fue koso sure, heru koto wa nai.Gray hair never decreases, it only increases.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%9d%e3%81%99%e3%82%8c-koso-sure-meaning/
koso~ga/keredo,こそ「～が・けれど」,Learn Japanese grammar: (koso ga/keredo). Meaning: but; although (emphasis).,"<table class=""table table-bordered table-sm usage""><tbody><tr><td rowspan=""2"">Noun + こそ</td><td>～が…</td></tr><tr><td>～けれど…</td></tr></tbody></table>","Example #1この生徒は字こそ汚いが、いい文章を書く。hintromajiEnglishこのせいとはじこそきたないが、いいぶんしょうをかく。kono seito wa ji koso kitanai ga, ii bunshou o kaku.This student's handwriting is difficult to read, but their story is good.","Example #2あの男は有名な大学こそ通学するが、実は何も知らないよ。hintromajiEnglishあのおとこはゆうめいなだいがくこそつうがくするが、じつはなにもしらないよ。ano otoko wa yuumei na daigaku koso tsuugaku suru ga, jitsu wa nani mo shiranai yo.That guy goes to a famous university, but he doesn't really know anything.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%9d%ef%bd%9e%e3%81%8c%ef%bd%9e%e3%81%91%e3%82%8c%e3%81%a9-koso-ga-keredo-meaning/
koto gotoku,ことごとく,Learn Japanese grammar: (koto gotoku). Meaning: altogether; entirely; completely ~. Kanji forms: 「悉く」＆「尽く」.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>ことごとく</td><td>Verb<br/>Adjective (limited)</td></tr></tbody></table>",Example #1生徒はことごとく知っている。hintromajiEnglishせいとはことごとくしっている。seito wa koto gotoku shitteiru.I know each and every student.,Example #2本の内容はことごとく新しい。hintromajiEnglishほんのないようはことごとくあたらしい。hon no naiyou wa koto gotoku atarashii.The contents of the book are entirely new.,https://jlptsensei.com/learn-japanese-grammar/%e6%82%89%e3%81%8f-%e3%81%93%e3%81%a8%e3%81%94%e3%81%a8%e3%81%8f-koto-gotoku-meaning/
koto kono ue nai / kono ue nai / kono ue naku,ことこの上ない / この上ない / この上なく（ことこのうえない / このうえない / このうえなく）,Learn Japanese grammar: 【ことこのうえない / このうえない / このうえなく】(koto kono ue nai / kono ue nai / kono ue naku). Meaning: the most of all; the...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>この上ない</td><td>Noun</td></tr><tr><td>この上なく</td><td>な-adjective<br/>い-adjective</td></tr><tr><td>な-adjective + な/である</td><td rowspan=""2"">ことこの上ない</td></tr><tr><td>い-adjective + い</td></tr></tbody></table>",Example #1この上なく幸せだ。hintromajiEnglishこのうえなくしあわせだ。kono ue naku shiawase da.I have never been happier.,Example #2私はそれがこの上なく好きです。hintromajiEnglishわたしはそれがこのうえなくすきです。watashi wa sore ga kono ue naku suki desu.I like that the most.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%81%93%e3%81%ae%e4%b8%8a%e3%81%aa%e3%81%84-%e3%81%93%e3%81%ae%e4%b8%8a%e3%81%aa%e3%81%84-%e3%81%93%e3%81%ae%e4%b8%8a%e3%81%aa%e3%81%8f-koto-no-ue-naku-meaning/
koto mo atte,こともあって,Learn Japanese grammar: (koto mo atte). Meaning: partly because; also because of; plus the reason for ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""4"">こともあって</td></tr><tr><td>Noun + という</td></tr><tr><td>な-adjective</td></tr><tr><td>い-adjective</td></tr></tbody></table>","Example #1今日は天気がいいこともあって、公園にたくさん人が来ている。hintromajiEnglishきょうはてんきがいいこともあって、こうえんにたくさんひとがきている。kyou wa tenki ga ii koto mo atte, kouen ni takusan hito ga kite iru.Many people are coming to the park today, partly because of the good weather.","Example #2ちょうど受験前ということもあって、息子はピリピリしている。hintromajiEnglishちょうどじゅけんまえということもあって、むすこはピリピリしている。choudo juken mae toiu koto mo atte, musuko wa piripiri shite iru.Partly because the exam is coming up, my son is very nervous.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%82%82%e3%81%82%e3%81%a3%e3%81%a6-koto-mo-atte-meaning/
koto nashi ni,ことなしに,"Learn Japanese grammar: (koto nashi ni). Meaning: without doing something. To use with a noun, instead use without ~.","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary form)</td><td>ことなしに（は）</td></tr></tbody></table>",Example #1今日は朝食を食べることなしに学校へ行った 。hintromajiEnglishきょうはちょうしょくをたべることなしにがっこうへいった。kyou wa choushoku o taberu koto nashi ni gakkou e itta.I went to school without eating breakfast.,Example #2努力することなしにN１に合格はできない。hintromajiEnglishどりょくすることなしにN1にごうかくはできない。doryoku suru koto nashi ni N1 ni goukaku wa dekinai.One cannot pass the N1 without putting in the hard work.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%81%aa%e3%81%97%e3%81%ab-koto-nashi-ni-meaning/
koto no nai you ni,ことのないように,Learn Japanese grammar: (koto no nai you ni / koto ga nai you ni). Meaning: so as not to; to not ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary form)</td><td>ことのないよう（に）<br/>ことがないよう（に）</td></tr></tbody></table>","Example #1道に迷うことのないように、グーグルマップで場所を確かめておいた。hintromajiEnglishみちにまようことのないように、グーグルマップでばしょをたしかめておいた。michi ni mayou koto no nai you ni, guuguru mappu de basho o tashikamete oita.In order to not get lost, I checked the location on Google Maps.",Example #2読書で目を使い過ぎることのないようにしなさい。hintromajiEnglishどくしょでめをつかいすぎることのないようにしなさい。dokusho de me o tsukai sugiru koto no nai you ni shinasai.Make sure you don't overwork your eyes by reading too much.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%81%ae%e3%81%aa%e3%81%84%e3%82%88%e3%81%86%e3%81%ab-koto-no-nai-you-ni-meaning/
koto tote,こととて,because; since ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%81%a8%e3%81%a6-koto-tote-meaning/
kurai nara,くらいなら,Learn Japanese grammar: (kurai nara) & (gurai nara). Meaning: rather than (do …)​. It expresses that something is bad enough to the point that some...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary form)</td><td>くらいなら<br/>ぐらいなら</td></tr></tbody></table>","Example #1そんなことをするくらいなら、死んだほうがましだ。hintromajiEnglishそんなことをするくらいなら、しんだほうがましだ。sonna koto o suru kurai nara, shinda hou ga mashi da.I'd rather die than do that.","Example #2あんな嫌な人と一緒に働かなくちゃいけないくらいなら、私は会社を辞める。hintromajiEnglishあんないやなひとといしょにはたらかなくちゃいけないくらいなら、わたしはかいしゃをやめる。anna iya na hito to issho ni hatarakanakucha ikenai kurai nara, watashi wa kaisha o yameru.If I had to work with such an unpleasant person, I'd rather quit my job.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%8f%e3%82%89%e3%81%84%e3%81%aa%e3%82%89-kurai-nara-meaning/
kurai no mono da,くらいのものだ,"Meaning: only. Learn Japanese Grammar 日本語文法 - JLPT N1 - くらいのものだ / ぐらいなものだ (kurai no mono da / gurai na mono da). Study how to use with examples, translations, and vocabulary lists.","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>くらい<br/>ぐらい</td><td>のものだ<br/>なものだ</td></tr></tbody></table>","Example #1息子が電話をよこすのは、お金に困った時ぐらいのものだ。hintromajiEnglishむすこがでんわをよこすのは、おかねにこまったときぐらいのものだ。musuko ga denwa o yokosu no wa, okane ni komatta toki gurai no mono da.My son only calls me when he needs money.",Example #2そんな事をするのは君くらいのものだ。hintromajiEnglishそんなことをするのはきみくらいのものだ。sonna koto o suru no wa kimi kurai no mono da.No one but you would do such a thing.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%8f%e3%82%89%e3%81%84%e3%81%ae%e3%82%82%e3%81%ae%e3%81%a0-%e3%81%90%e3%82%89%e3%81%84%e3%81%ae%e3%82%82%e3%81%ae%e3%81%a0-kurai-no-mono-da-meaning/
made da / made no koto da,までだ / までのことだ,Learn Japanese grammar: (made da / made no koto da). Meaning: only; just; nothing else.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td>まで（のこと）だ</td></tr><tr><td>それ</td><td rowspan=""2"">までだ</td></tr><tr><td>これ</td></tr></tbody></table>",Example #1ちょっと聞いてみたまでだ。hintromajiEnglishちょっときいてみたまでだ。chotto kiite mita made da.I just wanted to ask (there's nothing else to it),"Example #2この値段まで安くしてくれないなら、今回の契約をキャンセルするまでのことだ。hintromajiEnglishこのねだんまでやすくしてくれないなら、こんかいのけいやくをキャンセルするまでのことだ。kono nedan made yasuku shite kurenai nara, konkai no keiyaku o kyanseru suru made no koto da.If you won't lower the price, then I will just cancel the next contract.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%81%a7%e3%81%a0-%e3%81%be%e3%81%a7%e3%81%ae%e3%81%93%e3%81%a8%e3%81%a0-made-da-made-no-koto-da-meaning/
made mo nai / made mo naku,までもない / までもなく,Learn Japanese grammar: (made mo nai / made mo naku). Meaning: there’s no need to; it’s not necessary to ~. This includes the speakers feeling...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary form)</td><td>までもない<br/>までもなく</td></tr></tbody></table>",Example #1それは問題にするまでもないことだ。hintromajiEnglishそれはもんだいにするまでもないことだ。sore wa mondai suru made mo nai koto da.This is not even a problem worth mentioning.,"Example #2アメリカが広いということは、言うまでもない。hintromajiEnglishアメリカがひろいということは、いうまでもない。amerika ga hiroi to iu koto wa, iu made mo nai.It goes without saying that America is a very large country.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%81%a7%e3%82%82%e3%81%aa%e3%81%84-%e3%81%be%e3%81%a7%e3%82%82%e3%81%aa%e3%81%8f-made-mo-nai-made-mo-naku-meaning/
majiki,まじき,Learn Japanese grammar: (majiki). Meaning: should not; must not ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary form)</td><td rowspan=""2"">まじき</td></tr><tr><td>Noun + にある/としてある</td></tr></tbody></table>","Example #1生徒に暴力を振るなんて、先生としてあるまじき行為だ。hintromajiEnglishせいとにぼうりょくをふるなんて、せんせいとしてあるまじきこういだ。seito ni bouryoku o furu nante, sensei to shite aru majiki koui da.Violence against students is something a teacher absolutely should not do",Example #2他の人の案を盗むなんて許すまじきことだ。hintromajiEnglishほかのひとのあんをぬすむなんてゆるすまじきことだ。hoka no hito no an o nusumu nante yurusu majiki koto da.Stealing someone else's ideas is an unforgivable behavior.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%81%98%e3%81%8d-majiki-meaning/
makuru,まくる,Learn Japanese grammar: (makuru). Meaning: to do over and over again; to do relentlessly; non-stop; constantly; keep doing. Can be freely conjugated like a normal...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (ます stem) <s>ます</s></td><td>まくる</td></tr></tbody></table>","Example #1彼は日曜日なのに仕事をしまくっていた。hintromajiEnglishかれはにちようびなのにしごとをしまくっていた。kare wa nichiyoubi na noni shigoto o shi makutte ita.Even though it's Sunday, he just keeps working nonstop.",Example #2漢字を書きまくって覚える。hintromajiEnglishかんじをかきまくっておぼえる。kanji o kaki makutte oboeru.To memorize kanji by just writing them repeatedly.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%81%8f%e3%82%8b-%e3%81%be%e3%81%8f%e3%81%a3%e3%81%a6-makuru-makutte-meaning/
mamire,まみれ,"Learn Japanese grammar: (mamire). Meaning: covered with; stained; smeared with ~.​ This grammar point is similar to , that something is ‘covered with’, ‘smeared with’,...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>まみれ</td></tr></tbody></table>",Example #1彼は汗まみれだった。hintromajiEnglishかれはあせまみれだった。kare wa ase mamire datta.He was drenched in sweat.,Example #2息子が泥まみれになって帰って来た。hintromajiEnglishむすこがどろまみれになってかえってきた。musuko ga doro mamire ni natte kaette kita.My son came home covered in mud.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%81%bf%e3%82%8c-mamire-meaning/
marukkiri,まるっきり,completely; absolutely; totally; (not) at all​ ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e4%b8%b8%e3%81%a3%e3%81%8d%e3%82%8a-%e3%81%be%e3%82%8b%e3%81%a3%e3%81%8d%e3%82%8a-marukkiri-meaning/
meku,めく,Learn Japanese grammar: (meku). Meaning: seems; show signs of; to have the appearance of ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>めく<br/>めいて<br/>めいた</td></tr></tbody></table>","Example #1暑くなって、ずいぶん夏めいてきましたね。hintromajiEnglishあつくなって、ずいぶんなつめいてきましたね。atsuku natte, zuibun natsu meite kimashita ne.The weather is getting hotter, it seems that summer is here.","Example #2あの人はもう二十歳なのに、子供めいた行動がよくします。hintromajiEnglishあのひとはもうはたちなのに、こどもめいたこうどうがよくします。ano hito wa mou hatachi na noni, kodomo meita koudou ga yoku shimasu.Even though he is 20 years old, he often behaves like a child.",https://jlptsensei.com/learn-japanese-grammar/%e3%82%81%e3%81%8f-meku-meaning/
mo douzen da,も同然だ（もどうぜんだ）,just like; same as ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e5%90%8c%e7%84%b6%e3%81%a0-mo-douzen-da-meaning/
mo saru koto nagara,もさることながら,"one may well say so, but~; not only... but also ~",<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%95%e3%82%8b%e3%81%93%e3%81%a8%e3%81%aa%e3%81%8c%e3%82%89-mo-saru-koto-nagara-meaning/
mo shinai de,もしないで,without even doing ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%97%e3%81%aa%e3%81%84%e3%81%a7-mo-shinai-de-meaning/
mohaya,もはや,already; now; no longer; not anymore,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e6%9c%80%e6%97%a9-%e3%82%82%e3%81%af%e3%82%84-mohaya-meaning/
mono de,もので,because; for that reason,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%ae%e3%81%a7-mono-de-meaning/
mono o,ものを,Learn Japanese grammar: (mono o). Meaning: if only; I wish; I’m sorry it’s not actually (regret). This is used to describe a hypotheses / possibilities...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""3"">ものを</td></tr><tr><td>な-adjective</td></tr><tr><td>い-adjective + い</td></tr></tbody></table>","Example #1お金が無いなら、言ってくれたらよかったものを。hintromajiEnglishおかねがないなら、いってくれたらよかったものを。okane ga nai nara, itte kuretara yokatta mono o.I wish you had told me you didn't have any money.",Example #2ちょっと知らせてくれたらいいものを。hintromajiEnglishちょっとしらせてくれたらいいものを。chotto shirasete kuretara ii mono o.I wish you had notified me.,https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%ae%e3%82%92-mono-o-meaning/
mono to omowareru / mono to mirareru,ものと思われる / ものと見られる（ものとおもわれる / ものとみられる）,Learn Japanese grammar: 【ものとおもわれる / ものとみられる】(mono to omowareru / mono to mirareru). Meaning: to think; to suppose; it is believed/expected that ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""4"">（もの）と思われる<br/>（もの）と見られる</td></tr><tr><td>Noun +（だ）</td></tr><tr><td>な-adjective</td></tr><tr><td>い-adjective + い</td></tr></tbody></table>",Example #1この店のパスタは冷凍したものと思われる。hintromajiEnglishこのみせのパスタはれいとうしたものとおもわれる。kono mise no pasuta wa reitou shita mono to omowareru.The pasta in this shop is supposedly frozen.,Example #2日本の少子化問題はさらに進むと見られている。hintromajiEnglishにほんのしょうしかもんだいはさらにすすむとみられている。nihon no shoushika mondai wa sarani susumu to mirarete iru.The problem of Japan's declining birthrate is expected to go further.,https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%ae%e3%81%a8%e6%80%9d%e3%82%8f%e3%82%8c%e3%82%8b-%e3%82%82%e3%81%ae%e3%81%a8%e8%a6%8b%e3%82%89%e3%82%8c%e3%82%8b-mono-to-omowareru-meaning/
mono to suru,ものとする,Learn Japanese grammar: (mono to suru). Meaning: shall; to assume; understood as ~. This is often used in legal documents to express rules or conditions....,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual form)</td><td>ものとする</td></tr></tbody></table>",Example #1第５条議長は全会議を主宰するものとする。hintromajiEnglishだい５じょうぎちょうはぜんかいぎをしゅさいするものとする。dai 5 jou gichou wa zenkaigi o shusai suru mono to suru.Article 5. The president shall preside at all meetings.,"Example #2科料は2万円を超えないものとする。hintromajiEnglishかりょうは２まんえんをこえないものとする。karyou wa 2 man en o koenai mono to suru.The fine shall not exceed 20,000 yen.",https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%ae%e3%81%a8%e3%81%99%e3%82%8b-mono-to-suru-meaning/
mono toshite,ものとして,to assume; to suppose; on the presumption that ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%ae%e3%81%a8%e3%81%97%e3%81%a6-mono-toshite-meaning/
moshikuwa,もしくは,or; otherwise,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%97%e3%81%8f%e3%81%af-moshikuwa-meaning/
n bakari ni,んばかりに,Learn Japanese grammar: (n bakari ni). Meaning: as if; as though ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (ない root) <s>ない</s></td><td>んばかり（に）<br/>んばかりの + Noun</td></tr><tr><td colspan=""2"">Exception : しない -&gt; せん</td></tr></tbody></table>",Example #1川の水が溢れんばかりになっている。hintromajiEnglishかわのみずがあふれんばかりになっている。kawa no mizu ga afuren bakari ni natte iru.The river is about to flood.,"Example #2彼女は泣き出さんばかりの顔をして、私に助けを求めてきた。hintromajiEnglishかのじょはなきださんばかりのかおをして、わたしにたすけをもとめてきた。kanojo wa naki dasan bakari no kao o shite, watashi ni tasuke o motomete kita.She came to me for help looking as though she was about to cry.",https://jlptsensei.com/learn-japanese-grammar/%e3%82%93%e3%81%b0%e3%81%8b%e3%82%8a%e3%81%ab-n-bakari-ni-meaning/
n ga tame ni,んがために,Learn Japanese grammar: (n ga tame ni). Meaning: in order to ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (ない root) <s>ない</s></td><td>んがため（に）<br/>んがための + Noun</td></tr><tr><td colspan=""2"">Exception : しない -&gt; せん</td></tr></tbody></table>","Example #1一人の青年がおぼれている子供を救わんがために、川に飛び込んだ。hintromajiEnglish一人の青年がおぼれている子供を救わんがために、川に飛び込んだ。hitori no seinen ga oborete iru kodomo o sukuwan ga tame ni, kawa ni tobikonda.A young man jumped into a river in order to save a drowning child.","Example #2来年、自分のレストランを開店せんがために、今一生懸命お金をためている。hintromajiEnglishらいねん、じぶんのレストランをかいてんせんがために、いまいっしょうけんめいおかねをためている。rainen, jibun no resutoran o kaiten senga tame ni, ima isshoukenmei okane o tamete iru.I'm doing my best to save money now in order to open my own restaurant next year.",https://jlptsensei.com/learn-japanese-grammar/%e3%82%93%e3%81%8c%e3%81%9f%e3%82%81%e3%81%ab-n-ga-tame-ni-meaning/
nagara ni / nagara no,ながらに / ながらの,while; during; without change; performed in this condition,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%8c%e3%82%89%e3%81%ab-%e3%81%aa%e3%81%8c%e3%82%89%e3%81%ae-nagara-ni-nagara-no-meaning/
nai made mo,ないまでも,Learn Japanese grammar: (nai made mo). Meaning: not to say; although it does not reach the level of ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (ない form)</td><td>までも</td></tr></tbody></table>","Example #1暑いと言わないまでも、暖かい。hintromajiEnglishあついといわないまでも、あたたかい。atsui to iwanai made mo, atatakai.It's not enough to say it's hot, but it is warm.","Example #2彼女はけちとは言わないまでも、とてもつましい。hintromajiEnglishかのじょはけちとはいわないまでも、とてもつましい。kanojo wa kechi to wa iwanai made mo, totemo tsumashii.She is very frugal, not to say stingy.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%84%e3%81%be%e3%81%a7%e3%82%82-nai-made-mo-meaning/
nai mono demo nai,ないものでもない,Learn Japanese grammar: (nai mono demo nai). Meaning: is not entirely impossible. This is used to say that something isn’t entirely impossible and depending on...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (ない form)</td><td>（もの）でもない</td></tr></tbody></table>","Example #1あなたが本気で勉強すれば、半年でN1合格をできないものでもない。hintromajiEnglishあなたがほんきでべんきょうすれば、はんとしでN1ごうかくをできないものでもない。anata ga honki de benkyou sureba, hantoshi de N1 goukaku o dekinai mono demo nai.If you study hard, it's not impossible to pass N1 in half a year.","Example #2今すぐに家を出れば、コンサートに間に合わないものでもない。hintromajiEnglishいますぐにいえをでれば、コンサートにまにあわないものでもない。ima sugu ni ie o dereba, konsaato ni ma ni awanai mono demo nai.You may be able to make it in time for the concert if you leave the house right now.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%84%e3%82%82%e3%81%ae%e3%81%a7%e3%82%82%e3%81%aa%e3%81%84-nai-mono-demo-nai-meaning/
nai mono ka / nai mono darou ka,ないものか / ないものだろうか,Learn Japanese grammar: (nai mono ka / nai mono darou ka). Meaning: isn’t there; can’t we…?; can’t I…?. Similar to “can’t we do something about...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (ない form)</td><td>ものか<br/>ものだろうか</td></tr></tbody></table>",Example #1あなたがもう少し分かりやすく話せないものか。hintromajiEnglishあなたがもうすこしわかりやすくはなせないものか。anata ga mousukoshi wakari yasuku hanasenai mono ka.Can't you make it a little easier to understand?,Example #2この橋は早く完成しないものか。hintromajiEnglishこのはしははやくかんせいしないものか。kono hashi wa hayaku kansei shinai mono ka.Can't this bridge be finished soon?,https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%84%e3%82%82%e3%81%ae%e3%81%8b-%e3%81%aa%e3%81%84%e3%82%82%e3%81%ae%e3%81%a0%e3%82%8d%e3%81%86%e3%81%8b-nai-mono-ka-meaning/
nai tomo kagiranai,ないとも限らない（ないともかぎらない）,not necessarily; I can't say that; maybe; might ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%84%e3%81%a8%e3%82%82%e9%99%90%e3%82%89%e3%81%aa%e3%81%84-nai-tomo-kagiranai-meaning/
nakushite wa,なくしては,cannot do without ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%8f%e3%81%97%e3%81%a6%e3%81%af-nakushite-wa-meaning/
nami,並み（なみ）,Learn Japanese grammar: 【なみ】(nami). Meaning: average; ordinary; same level as; equal to; on par with ~. Usage 1) Same level as; equal to プロ並み puro...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Usage 1</td><td>Noun + 並み（に）</td></tr><tr><td>Usage 2</td><td>並みの + Noun</td></tr></tbody></table>",Example #1君の料理はプロ並みだ。hintromajiEnglishきみのりょうりはプロなみだ。kimi no ryouri wa puro nami da.Your cooking is like a professional.,Example #2彼女の歌はプロ並みに上手だ。hintromajiEnglishかのじょのうたはプロなみにじょうずだ。kanojo no uta wa puro nami ni jouzu da.Her songs are as good as a professional.,https://jlptsensei.com/learn-japanese-grammar/%e4%b8%a6%e3%81%bf-%e3%81%aa%e3%81%bf-nami-meaning/
nan to iu / nanto / nante,なんという / なんと / なんて,"Learn Japanese grammar: 何という / 何と / 何て【】(nan to iu / nanto / nante). Meaning: how (beautiful, etc.); what a ~. This connects to nouns...","<table class=""table table-bordered table-sm usage""><tbody><tr><td rowspan=""2"">なんという</td><td>Noun</td><td rowspan=""2"">だ / か / だろう<br/>なのだろう<br/>なんだろう</td></tr><tr><td>な-adj</td></tr><tr><td rowspan=""3"">なんと<br/>なんて</td><td>Noun + なん/の</td><td rowspan=""3"">だろう</td></tr><tr><td>な-adj + なん/の</td></tr><tr><td>い-adj + の</td></tr></tbody></table>","Example #1ここからの景色、なんて綺麗なんだろう。hintromajiEnglishここからのけしき、なんてきれいなんだろう。koko kara no keshiki, nante kirei nan darou.What a beautiful view from here!",Example #2彼女は軽く触られても大きく叫んだ。なんという敏感な人だ。hintromajiEnglishかのじょはかるくさわられてもおおきくさけんだ。なんというびんかんなひとだ。kanojo wa karuku sawararete mo ookiku sakenda. nan to iu binkan na hito da.She shouted loudly when touched lightly. What a sensitive person.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%82%93%e3%81%a8%e3%81%84%e3%81%86-%e3%81%aa%e3%82%93%e3%81%a8-%e3%81%aa%e3%82%93%e3%81%a6-nan-to-iu-nanto-nante-meaning/
nani shiro,何しろ（なにしろ）,Learn Japanese grammar: 【なにしろ】(nani shiro). Meaning: at any rate; after all; anyhow; anyway; in any case; because; as you know ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>何しろ</td><td>sentence</td></tr></tbody></table>","Example #1僕はお腹がすいたよ。何しろ朝からご飯を食べていないからね。hintromajiEnglishぼくはおなかがすいたよ。なにしろあさからごはんをたべていないからね。boku wa onaka ga suita yo. nani shiro asa kara gohan o tabetei nai kara ne.I'm hungry. After all, I haven't eaten anything since morning.","Example #2彼女はうまくできなかったが、何しろ初めてのことだったからね。hintromajiEnglishかのじょはうまくできなかったが、なにしろはじめてのことだったからね。kanojo wa umaku dekinakatta ga, nani shiro hajimete no koto datta kara ne.She didn't do well, but anyway that's because that was her first time.",https://jlptsensei.com/learn-japanese-grammar/%e4%bd%95%e3%81%97%e3%82%8d-%e3%81%aa%e3%81%ab%e3%81%97%e3%82%8d-nani-shiro-meaning/
